ar,smasvaedi,aldursflokkur,fjoldi,fjoldi_total
2023,207,20-24 ára,27,988
2024,207,55-59 ára,22,1018
2023,207,30-34 ára,50,988
2024,207,70-74 ára,9,988
2024,207,20-24 ára,17,1018
2023,207,30-34 ára,58,1018
2023,207,85-89 ára,3,988
2024,207,0-4 ára,33,1018
2024,207,50-54 ára,42,988
2024,207,75-79 ára,6,1018
2023,208,20-24 ára,26,1671
2023,208,75-79 ára,33,1797
2024,208,10-14 ára,45,1671
2023,208,50-54 ára,40,1671
2024,208,20-24 ára,31,1671
2024,208,55-59 ára,51,1797
2023,208,35-39 ára,55,1671
2024,208,50-54 ára,50,1671
2023,208,40-44 ára,66,1671
2023,208,80-84 ára,27,1797
2023,208,25-29 ára,67,1671
2024,208,55-59 ára,33,1671
2024,208,65-69 ára,54,1797
2023,208,40-44 ára,58,1797
2023,208,45-49 ára,54,1797
2023,208,70-74 ára,48,1671
2023,208,25-29 ára,74,1797
2024,208,80-84 ára,25,1671
2023,208,85-89 ára,6,1671
2024,208,15-19 ára,28,1797
2023,208,5-9 ára,41,1671
2023,208,45-49 ára,56,1671
2023,208,60-64 ára,42,1671
2024,208,70-74 ára,51,1671
2024,208,10-14 ára,37,1797
2023,208,20-24 ára,47,1797
2023,208,30-34 ára,78,1797
2024,208,80-84 ára,36,1797
2024,208,90 ára og eldri,29,1797
2024,208,75-79 ára,32,1671
2024,208,20-24 ára,44,1797
2024,208,45-49 ára,60,1671
2024,208,60-64 ára,39,1671
2023,208,60-64 ára,50,1797
2023,208,65-69 ára,54,1671
2023,208,90 ára og eldri,9,1671
2023,208,75-79 ára,37,1671
2024,208,60-64 ára,51,1797
2023,208,15-19 ára,33,1797
2023,208,50-54 ára,31,1797
2023,208,55-59 ára,31,1671
2024,208,15-19 ára,34,1671
2023,208,80-84 ára,22,1671
2024,208,25-29 ára,67,1797
2024,208,5-9 ára,31,1797
2024,208,40-44 ára,53,1797
2024,208,45-49 ára,53,1797
2023,208,0-4 ára,55,1671
2023,208,65-69 ára,56,1797
2024,208,90 ára og eldri,9,1671
2024,208,35-39 ára,68,1671
2024,208,85-89 ára,27,1797
2023,208,85-89 ára,31,1797
2024,208,0-4 ára,53,1797
2024,208,25-29 ára,69,1671
2024,208,85-89 ára,8,1671
2023,208,35-39 ára,56,1797
2024,208,75-79 ára,34,1797
2023,208,0-4 ára,49,1797
2023,208,10-14 ára,38,1671
2023,208,5-9 ára,31,1797
2024,208,35-39 ára,57,1797
2023,208,70-74 ára,71,1797
2023,208,10-14 ára,37,1797
2024,208,50-54 ára,34,1797
2023,208,30-34 ára,90,1671
2024,208,0-4 ára,50,1671
2024,208,40-44 ára,57,1671
2024,208,5-9 ára,44,1671
2023,208,55-59 ára,53,1797
2024,208,65-69 ára,52,1671
2023,208,90 ára og eldri,26,1797
2023,208,15-19 ára,33,1671
2024,208,30-34 ára,98,1671
2024,208,70-74 ára,74,1797
2024,208,30-34 ára,89,1797
2023,301,80-84 ára,11,3893
2023,301,0-4 ára,98,3749
2024,301,90 ára og eldri,6,3749
2024,301,70-74 ára,66,3749
2023,301,40-44 ára,124,3893
2024,301,45-49 ára,82,3749
2023,301,65-69 ára,62,3893
2023,301,60-64 ára,85,3749
2024,301,20-24 ára,204,3893
2023,301,55-59 ára,99,3749
2024,301,60-64 ára,74,3893
2023,301,85-89 ára,7,3749
2024,301,65-69 ára,74,3749
2023,301,60-64 ára,74,3893
2024,301,55-59 ára,98,3749
2023,301,30-34 ára,221,3749
2023,301,10-14 ára,60,3749
2024,301,60-64 ára,99,3749
2024,301,30-34 ára,308,3893
2023,301,45-49 ára,95,3893
2024,301,25-29 ára,346,3893
2024,301,30-34 ára,257,3749
2024,301,5-9 ára,63,3893
2024,301,65-69 ára,77,3893
2024,301,10-14 ára,73,3749
2024,301,40-44 ára,93,3749
2023,301,20-24 ára,207,3893
2023,301,10-14 ára,60,3893
2024,301,75-79 ára,24,3893
2023,301,90 ára og eldri,5,3893
2024,301,15-19 ára,75,3749
2023,301,25-29 ára,298,3749
2024,301,0-4 ára,89,3749
2023,301,25-29 ára,320,3893
2023,301,55-59 ára,97,3893
2023,301,75-79 ára,25,3749
2023,301,20-24 ára,270,3749
2024,301,50-54 ára,90,3893
2023,301,65-69 ára,72,3749
2024,301,70-74 ára,54,3893
2023,301,30-34 ára,247,3893
2023,301,5-9 ára,67,3893
2024,301,90 ára og eldri,6,3893
2024,301,5-9 ára,65,3749
2024,301,80-84 ára,12,3893
2023,301,15-19 ára,79,3749
2024,301,85-89 ára,4,3893
2023,301,50-54 ára,100,3749
2023,301,5-9 ára,64,3749
2024,301,50-54 ára,109,3749
2024,301,55-59 ára,88,3893
2023,301,15-19 ára,74,3893
2023,301,85-89 ára,6,3893
2023,301,70-74 ára,52,3893
2024,301,45-49 ára,94,3893
2024,301,15-19 ára,93,3893
2024,301,25-29 ára,284,3749
2023,301,40-44 ára,91,3749
2023,301,35-39 ára,124,3749
2024,301,35-39 ára,131,3749
2024,301,85-89 ára,7,3749
2023,301,0-4 ára,116,3893
2023,301,80-84 ára,11,3749
2024,301,20-24 ára,248,3749
2024,301,0-4 ára,132,3893
2023,301,70-74 ára,55,3749
2024,301,35-39 ára,161,3893
2024,301,40-44 ára,146,3893
2024,301,75-79 ára,27,3749
2023,301,35-39 ára,150,3893
2023,301,45-49 ára,89,3749
2024,301,80-84 ára,13,3749
2024,301,10-14 ára,55,3893
2023,301,50-54 ára,72,3893
2023,301,90 ára og eldri,5,3749
2023,301,75-79 ára,23,3893
2024,302,35-39 ára,146,2659
2024,302,45-49 ára,74,2411
2023,302,90 ára og eldri,18,2411
2023,302,60-64 ára,63,2411
2023,302,75-79 ára,26,2659
2024,302,15-19 ára,48,2411
2023,302,55-59 ára,68,2411
2024,302,30-34 ára,168,2411
2024,302,55-59 ára,69,2411
2023,302,5-9 ára,49,2659
2023,302,85-89 ára,6,2659
2024,302,40-44 ára,76,2411
2024,302,30-34 ára,209,2659
2024,302,50-54 ára,71,2411
2024,302,50-54 ára,68,2659
2023,302,50-54 ára,63,2411
2024,302,75-79 ára,31,2659
2023,302,15-19 ára,44,2411
2023,302,85-89 ára,13,2411
2024,302,60-64 ára,62,2411
2023,302,40-44 ára,80,2411
2023,302,0-4 ára,62,2411
2024,302,65-69 ára,39,2411
2024,302,85-89 ára,13,2411
2023,302,90 ára og eldri,7,2659
2024,302,35-39 ára,100,2411
2023,302,35-39 ára,129,2659
2024,302,80-84 ára,13,2411
2023,302,70-74 ára,40,2659
2024,302,25-29 ára,178,2659
2024,302,15-19 ára,43,2659
2024,302,90 ára og eldri,8,2659
2024,302,20-24 ára,66,2659
2024,302,70-74 ára,51,2411
2023,302,80-84 ára,12,2659
2023,302,25-29 ára,164,2411
2023,302,40-44 ára,119,2659
2023,302,80-84 ára,14,2411
2023,302,15-19 ára,45,2659
2023,302,50-54 ára,73,2659
2024,302,0-4 ára,65,2411
2023,302,10-14 ára,47,2659
2023,302,35-39 ára,90,2411
2024,302,5-9 ára,44,2659
2023,302,45-49 ára,73,2411
2024,302,75-79 ára,18,2411
2023,302,30-34 ára,192,2659
2024,302,70-74 ára,34,2659
2023,302,75-79 ára,14,2411
2023,302,55-59 ára,74,2659
2024,302,20-24 ára,91,2411
2024,302,65-69 ára,42,2659
2024,302,60-64 ára,62,2659
2024,302,85-89 ára,7,2659
2023,302,45-49 ára,97,2659
2024,302,55-59 ára,80,2659
2023,302,60-64 ára,59,2659
2024,302,10-14 ára,48,2659
2023,302,0-4 ára,52,2659
2023,302,20-24 ára,78,2659
2023,302,70-74 ára,48,2411
2024,302,90 ára og eldri,17,2411
2023,302,20-24 ára,91,2411
2024,302,5-9 ára,30,2411
2024,302,45-49 ára,87,2659
2023,302,65-69 ára,37,2411
2024,302,0-4 ára,64,2659
2023,302,10-14 ára,43,2411
2023,302,25-29 ára,170,2659
2023,302,65-69 ára,47,2659
2024,302,10-14 ára,48,2411
2024,302,40-44 ára,108,2659
2023,302,5-9 ára,46,2411
2024,302,80-84 ára,12,2659
2024,302,25-29 ára,159,2411
2023,302,30-34 ára,168,2411
2023,303,80-84 ára,13,3549
2023,303,25-29 ára,142,2376
2023,303,40-44 ára,150,3549
2024,303,35-39 ára,94,2376
2023,303,25-29 ára,227,3549
2024,303,90 ára og eldri,5,2376
2023,303,15-19 ára,52,3549
2023,303,0-4 ára,32,2376
2024,303,65-69 ára,63,3549
2024,303,65-69 ára,65,2376
2024,303,45-49 ára,73,2376
2024,303,75-79 ára,22,3549
2023,303,75-79 ára,16,3549
2023,303,45-49 ára,95,2376
2023,303,60-64 ára,70,2376
2024,303,55-59 ára,65,2376
2024,303,20-24 ára,154,3549
2024,303,70-74 ára,48,2376
2023,303,5-9 ára,33,2376
2023,303,35-39 ára,206,3549
2023,303,80-84 ára,17,2376
2023,303,70-74 ára,47,2376
2024,303,25-29 ára,216,3549
2024,303,85-89 ára,13,2376
2023,303,15-19 ára,51,2376
2023,303,45-49 ára,143,3549
2023,303,70-74 ára,61,3549
2023,303,60-64 ára,91,3549
2023,303,65-69 ára,68,2376
2024,303,60-64 ára,104,3549
2023,303,85-89 ára,8,2376
2024,303,90 ára og eldri,1,3549
2023,303,20-24 ára,121,2376
2024,303,10-14 ára,34,3549
2023,303,50-54 ára,78,2376
2024,303,20-24 ára,110,2376
2024,303,15-19 ára,50,3549
2024,303,50-54 ára,79,2376
2023,303,30-34 ára,214,3549
2023,303,10-14 ára,42,3549
2024,303,40-44 ára,172,3549
2024,303,35-39 ára,205,3549
2023,303,40-44 ára,74,2376
2024,303,40-44 ára,65,2376
2024,303,5-9 ára,36,2376
2024,303,0-4 ára,31,3549
2023,303,5-9 ára,38,3549
2023,303,0-4 ára,39,3549
2024,303,70-74 ára,50,3549
2024,303,50-54 ára,145,3549
2023,303,20-24 ára,141,3549
2023,303,85-89 ára,3,3549
2023,303,55-59 ára,73,2376
2024,303,0-4 ára,37,2376
2023,303,10-14 ára,48,2376
2023,303,90 ára og eldri,1,3549
2023,303,90 ára og eldri,4,2376
2023,303,75-79 ára,19,2376
2024,303,25-29 ára,142,2376
2024,303,75-79 ára,26,2376
2023,303,35-39 ára,106,2376
2024,303,60-64 ára,72,2376
2024,303,5-9 ára,32,3549
2024,303,10-14 ára,21,2376
2023,303,30-34 ára,134,2376
2024,303,45-49 ára,161,3549
2024,303,30-34 ára,138,2376
2024,303,85-89 ára,4,3549
2023,303,55-59 ára,117,3549
2024,303,15-19 ára,59,2376
2024,303,55-59 ára,109,3549
2023,303,65-69 ára,58,3549
2024,303,80-84 ára,9,3549
2023,303,50-54 ára,124,3549
2024,303,80-84 ára,8,2376
2024,303,30-34 ára,251,3549
2023,304,85-89 ára,31,2519
2023,304,40-44 ára,113,2952
2023,304,50-54 ára,58,2519
2024,304,45-49 ára,60,2519
2024,304,10-14 ára,25,2952
2024,304,40-44 ára,131,2952
2023,304,65-69 ára,86,2519
2024,304,50-54 ára,77,2519
2023,304,90 ára og eldri,14,2952
2024,304,30-34 ára,223,2952
2023,304,30-34 ára,213,2952
2024,304,5-9 ára,31,2952
2024,304,60-64 ára,82,2952
2024,304,10-14 ára,28,2519
2023,304,60-64 ára,71,2952
2024,304,55-59 ára,80,2952
2023,304,15-19 ára,32,2952
2023,304,50-54 ára,94,2952
2023,304,15-19 ára,34,2519
2024,304,20-24 ára,97,2519
2024,304,35-39 ára,95,2519
2023,304,60-64 ára,65,2519
2023,304,5-9 ára,35,2519
2023,304,40-44 ára,70,2519
2023,304,20-24 ára,87,2519
2023,304,35-39 ára,151,2952
2024,304,75-79 ára,51,2519
2023,304,75-79 ára,52,2519
2024,304,30-34 ára,146,2519
2023,304,25-29 ára,168,2519
2023,304,0-4 ára,44,2519
2024,304,85-89 ára,14,2952
2024,304,25-29 ára,154,2519
2024,304,15-19 ára,35,2952
2024,304,20-24 ára,73,2952
2023,304,25-29 ára,176,2952
2023,304,5-9 ára,25,2952
2024,304,25-29 ára,177,2952
2024,304,45-49 ára,83,2952
2024,304,75-79 ára,65,2952
2024,304,0-4 ára,45,2519
2024,304,40-44 ára,73,2519
2023,304,10-14 ára,33,2519
2023,304,80-84 ára,41,2519
2024,304,0-4 ára,43,2952
2024,304,85-89 ára,28,2519
2024,304,70-74 ára,72,2952
2024,304,90 ára og eldri,13,2952
2024,304,80-84 ára,45,2519
2023,304,10-14 ára,20,2952
2024,304,50-54 ára,82,2952
2023,304,45-49 ára,88,2952
2023,304,20-24 ára,86,2952
2023,304,75-79 ára,58,2952
2023,304,65-69 ára,70,2952
2023,304,55-59 ára,77,2952
2024,304,35-39 ára,168,2952
2023,304,85-89 ára,20,2952
2023,304,90 ára og eldri,22,2519
2024,304,70-74 ára,76,2519
2023,304,70-74 ára,77,2952
2024,304,60-64 ára,65,2519
2023,304,0-4 ára,45,2952
2023,304,35-39 ára,86,2519
2023,304,55-59 ára,73,2519
2024,304,80-84 ára,35,2952
2023,304,30-34 ára,129,2519
2024,304,65-69 ára,62,2952
2024,304,15-19 ára,34,2519
2024,304,55-59 ára,61,2519
2023,304,70-74 ára,66,2519
2023,304,45-49 ára,64,2519
2024,304,90 ára og eldri,21,2519
2024,304,65-69 ára,86,2519
2023,304,80-84 ára,28,2952
2024,304,5-9 ára,33,2519
2024,401,5-9 ára,85,2269
2023,401,65-69 ára,53,2269
2024,401,80-84 ára,17,2269
2023,401,40-44 ára,107,2419
2023,401,50-54 ára,68,2419
2023,401,10-14 ára,71,2419
2024,401,60-64 ára,58,2269
2024,401,75-79 ára,22,2419
2023,401,5-9 ára,63,2419
2023,401,65-69 ára,33,2419
2024,401,5-9 ára,64,2419
2024,401,70-74 ára,43,2419
2023,401,75-79 ára,22,2419
2024,401,40-44 ára,104,2419
2023,401,85-89 ára,5,2419
2024,401,50-54 ára,70,2269
2023,401,70-74 ára,35,2269
2023,401,90 ára og eldri,7,2269
2023,401,50-54 ára,64,2269
2023,401,25-29 ára,114,2269
2024,401,50-54 ára,71,2419
2024,401,10-14 ára,61,2269
2024,401,25-29 ára,116,2419
2023,401,30-34 ára,138,2419
2024,401,30-34 ára,110,2269
2023,401,25-29 ára,131,2419
2023,401,60-64 ára,47,2269
2024,401,0-4 ára,62,2269
2024,401,25-29 ára,100,2269
2023,401,60-64 ára,49,2419
2024,401,70-74 ára,34,2269
2023,401,10-14 ára,59,2269
2024,401,15-19 ára,60,2269
2024,401,85-89 ára,6,2269
2024,401,35-39 ára,120,2419
2023,401,45-49 ára,74,2269
2023,401,40-44 ára,76,2269
2024,401,35-39 ára,103,2269
2023,401,15-19 ára,65,2269
2023,401,45-49 ára,83,2419
2023,401,0-4 ára,79,2419
2024,401,80-84 ára,11,2419
2024,401,30-34 ára,134,2419
2024,401,55-59 ára,60,2269
2023,401,55-59 ára,66,2269
2024,401,65-69 ára,54,2269
2023,401,35-39 ára,109,2419
2023,401,0-4 ára,61,2269
2023,401,85-89 ára,8,2269
2024,401,55-59 ára,63,2419
2023,401,55-59 ára,64,2419
2024,401,45-49 ára,82,2419
2023,401,75-79 ára,26,2269
2023,401,80-84 ára,15,2269
2024,401,0-4 ára,77,2419
2023,401,35-39 ára,89,2269
2024,401,90 ára og eldri,6,2269
2024,401,65-69 ára,33,2419
2024,401,45-49 ára,78,2269
2024,401,20-24 ára,70,2269
2024,401,20-24 ára,73,2419
2023,401,80-84 ára,9,2419
2023,401,20-24 ára,71,2269
2023,401,20-24 ára,81,2419
2023,401,15-19 ára,56,2419
2023,401,5-9 ára,82,2269
2024,401,85-89 ára,6,2419
2024,401,15-19 ára,59,2419
2023,401,70-74 ára,41,2419
2023,401,90 ára og eldri,3,2419
2024,401,40-44 ára,85,2269
2024,401,60-64 ára,47,2419
2024,401,90 ára og eldri,2,2419
2024,401,10-14 ára,80,2419
2024,401,75-79 ára,24,2269
2023,401,30-34 ára,114,2269
2024,402,10-14 ára,82,2401
2023,402,30-34 ára,128,2391
2023,402,75-79 ára,15,2391
2023,402,10-14 ára,72,2401
2023,402,5-9 ára,70,2401
2023,402,5-9 ára,97,2391
2024,402,50-54 ára,71,2401
2024,402,25-29 ára,98,2391
2024,402,85-89 ára,3,2401
2024,402,80-84 ára,7,2401
2023,402,25-29 ára,110,2401
2023,402,90 ára og eldri,2,2401
2023,402,90 ára og eldri,7,2391
2023,402,70-74 ára,28,2391
2024,402,75-79 ára,19,2401
2023,402,35-39 ára,97,2401
2023,402,60-64 ára,51,2401
2023,402,15-19 ára,63,2391
2023,402,85-89 ára,5,2401
2023,402,45-49 ára,74,2401
2024,402,60-64 ára,43,2401
2023,402,25-29 ára,95,2391
2024,402,40-44 ára,109,2401
2024,402,60-64 ára,60,2391
2023,402,0-4 ára,93,2401
2024,402,15-19 ára,77,2401
2024,402,70-74 ára,32,2391
2023,402,85-89 ára,4,2391
2023,402,35-39 ára,114,2391
2023,402,45-49 ára,73,2391
2024,402,75-79 ára,16,2391
2023,402,80-84 ára,10,2391
2024,402,35-39 ára,101,2401
2023,402,80-84 ára,4,2401
2024,402,55-59 ára,81,2391
2023,402,0-4 ára,83,2391
2024,402,35-39 ára,105,2391
2023,402,15-19 ára,76,2401
2024,402,70-74 ára,20,2401
2024,402,65-69 ára,55,2401
2024,402,5-9 ára,78,2401
2023,402,55-59 ára,66,2401
2024,402,15-19 ára,67,2391
2023,402,60-64 ára,54,2391
2023,402,70-74 ára,21,2401
2024,402,40-44 ára,84,2391
2024,402,80-84 ára,9,2391
2023,402,30-34 ára,121,2401
2024,402,65-69 ára,55,2391
2024,402,5-9 ára,87,2391
2024,402,85-89 ára,7,2391
2024,402,50-54 ára,57,2391
2023,402,50-54 ára,69,2391
2023,402,65-69 ára,57,2391
2023,402,40-44 ára,85,2391
2023,402,20-24 ára,79,2401
2024,402,90 ára og eldri,6,2391
2024,402,20-24 ára,78,2401
2024,402,45-49 ára,77,2401
2023,402,75-79 ára,17,2401
2024,402,90 ára og eldri,2,2401
2024,402,55-59 ára,61,2401
2024,402,20-24 ára,56,2391
2023,402,20-24 ára,71,2391
2024,402,45-49 ára,80,2391
2023,402,65-69 ára,48,2401
2024,402,0-4 ára,94,2401
2023,402,10-14 ára,74,2391
2023,402,55-59 ára,68,2391
2024,402,10-14 ára,73,2391
2023,402,50-54 ára,67,2401
2024,402,30-34 ára,137,2391
2024,402,0-4 ára,86,2391
2023,402,40-44 ára,111,2401
2024,402,30-34 ára,137,2401
2024,402,25-29 ára,103,2401
2024,403,0-4 ára,29,1491
2023,403,70-74 ára,11,1204
2024,403,35-39 ára,83,1491
2023,403,35-39 ára,77,1491
2024,403,20-24 ára,39,1204
2024,403,90 ára og eldri,1,1491
2024,403,40-44 ára,78,1491
2023,403,75-79 ára,13,1491
2024,403,85-89 ára,6,1204
2024,403,30-34 ára,117,1491
2023,403,90 ára og eldri,2,1204
2023,403,50-54 ára,39,1491
2024,403,55-59 ára,28,1204
2023,403,0-4 ára,33,1204
2023,403,90 ára og eldri,1,1491
2023,403,80-84 ára,8,1204
2023,403,35-39 ára,55,1204
2023,403,55-59 ára,26,1204
2024,403,25-29 ára,106,1491
2024,403,65-69 ára,20,1491
2023,403,10-14 ára,23,1204
2023,403,50-54 ára,35,1204
2023,403,15-19 ára,26,1491
2023,403,5-9 ára,19,1204
2023,403,60-64 ára,20,1204
2024,403,75-79 ára,8,1204
2024,403,70-74 ára,19,1491
2024,403,40-44 ára,43,1204
2024,403,80-84 ára,9,1491
2024,403,50-54 ára,36,1491
2023,403,5-9 ára,18,1491
2024,403,50-54 ára,36,1204
2023,403,25-29 ára,90,1204
2023,403,20-24 ára,61,1491
2023,403,40-44 ára,41,1204
2024,403,15-19 ára,22,1491
2024,403,85-89 ára,1,1491
2024,403,55-59 ára,36,1491
2024,403,60-64 ára,21,1204
2024,403,45-49 ára,53,1491
2023,403,85-89 ára,6,1204
2023,403,45-49 ára,51,1491
2023,403,85-89 ára,2,1491
2024,403,5-9 ára,20,1204
2024,403,65-69 ára,24,1204
2024,403,60-64 ára,30,1491
2024,403,10-14 ára,19,1204
2023,403,65-69 ára,20,1491
2023,403,55-59 ára,34,1491
2023,403,40-44 ára,61,1491
2023,403,65-69 ára,30,1204
2024,403,10-14 ára,25,1491
2024,403,75-79 ára,10,1491
2024,403,20-24 ára,57,1491
2024,403,35-39 ára,60,1204
2024,403,30-34 ára,96,1204
2024,403,5-9 ára,15,1491
2024,403,0-4 ára,36,1204
2023,403,45-49 ára,40,1204
2024,403,45-49 ára,42,1204
2024,403,80-84 ára,7,1204
2023,403,80-84 ára,6,1491
2024,403,70-74 ára,8,1204
2024,403,90 ára og eldri,3,1204
2023,403,20-24 ára,37,1204
2023,403,75-79 ára,9,1204
2023,403,25-29 ára,117,1491
2023,403,15-19 ára,22,1204
2023,403,70-74 ára,17,1491
2023,403,30-34 ára,103,1204
2024,403,15-19 ára,22,1204
2023,403,30-34 ára,113,1491
2023,403,10-14 ára,25,1491
2024,403,25-29 ára,76,1204
2023,403,0-4 ára,32,1491
2023,403,60-64 ára,31,1491
2023,404,35-39 ára,104,2655
2024,404,60-64 ára,52,2499
2023,404,25-29 ára,130,2655
2024,404,55-59 ára,56,2655
2023,404,55-59 ára,65,2499
2024,404,50-54 ára,61,2499
2023,404,50-54 ára,56,2499
2024,404,75-79 ára,34,2655
2024,404,60-64 ára,50,2655
2023,404,50-54 ára,69,2655
2023,404,5-9 ára,62,2499
2023,404,70-74 ára,55,2499
2023,404,55-59 ára,54,2655
2024,404,85-89 ára,19,2499
2024,404,25-29 ára,115,2499
2024,404,90 ára og eldri,5,2655
2023,404,70-74 ára,40,2655
2024,404,55-59 ára,66,2499
2024,404,30-34 ára,100,2499
2024,404,35-39 ára,102,2655
2024,404,70-74 ára,79,2499
2023,404,60-64 ára,50,2655
2024,404,15-19 ára,90,2655
2023,404,60-64 ára,53,2499
2023,404,30-34 ára,146,2655
2024,404,5-9 ára,60,2499
2023,404,35-39 ára,96,2499
2024,404,15-19 ára,62,2499
2024,404,70-74 ára,62,2655
2023,404,75-79 ára,45,2499
2024,404,5-9 ára,68,2655
2023,404,90 ára og eldri,21,2499
2024,404,80-84 ára,22,2655
2023,404,10-14 ára,97,2655
2023,404,15-19 ára,60,2499
2023,404,25-29 ára,129,2499
2024,404,65-69 ára,43,2655
2023,404,85-89 ára,14,2655
2023,404,65-69 ára,49,2655
2024,404,75-79 ára,54,2499
2023,404,65-69 ára,49,2499
2023,404,20-24 ára,116,2655
2024,404,40-44 ára,100,2499
2023,404,90 ára og eldri,2,2655
2024,404,50-54 ára,59,2655
2024,404,40-44 ára,101,2655
2024,404,20-24 ára,103,2655
2023,404,30-34 ára,89,2499
2024,404,85-89 ára,15,2655
2023,404,5-9 ára,55,2655
2023,404,80-84 ára,26,2655
2023,404,75-79 ára,30,2655
2024,404,0-4 ára,61,2499
2024,404,35-39 ára,88,2499
2024,404,45-49 ára,82,2499
2024,404,45-49 ára,79,2655
2023,404,40-44 ára,99,2655
2023,404,85-89 ára,16,2499
2024,404,65-69 ára,55,2499
2023,404,0-4 ára,70,2499
2023,404,45-49 ára,79,2499
2024,404,80-84 ára,40,2499
2024,404,20-24 ára,93,2499
2024,404,90 ára og eldri,19,2499
2023,404,10-14 ára,63,2499
2023,404,40-44 ára,81,2499
2023,404,45-49 ára,76,2655
2024,404,25-29 ára,141,2655
2024,404,10-14 ára,71,2499
2023,404,20-24 ára,99,2499
2024,404,30-34 ára,137,2655
2023,404,0-4 ára,78,2655
2024,404,10-14 ára,92,2655
2023,404,15-19 ára,78,2655
2023,404,80-84 ára,34,2499
2024,404,0-4 ára,83,2655
2023,405,85-89 ára,2,2906
2023,405,30-34 ára,145,2662
2024,405,30-34 ára,187,2906
2023,405,60-64 ára,82,2906
2024,405,65-69 ára,76,2662
2023,405,20-24 ára,83,2906
2024,405,30-34 ára,148,2662
2024,405,15-19 ára,58,2662
2024,405,15-19 ára,54,2906
2023,405,80-84 ára,19,2662
2024,405,25-29 ára,120,2906
2023,405,35-39 ára,107,2662
2023,405,80-84 ára,14,2906
2023,405,60-64 ára,98,2662
2024,405,70-74 ára,52,2906
2024,405,50-54 ára,78,2906
2024,405,5-9 ára,58,2662
2024,405,85-89 ára,1,2906
2023,405,90 ára og eldri,3,2906
2023,405,85-89 ára,6,2662
2023,405,50-54 ára,69,2906
2024,405,20-24 ára,84,2906
2023,405,75-79 ára,34,2906
2023,405,40-44 ára,97,2662
2023,405,65-69 ára,76,2662
2023,405,65-69 ára,71,2906
2024,405,20-24 ára,92,2662
2024,405,80-84 ára,21,2662
2023,405,15-19 ára,56,2662
2024,405,10-14 ára,49,2662
2023,405,30-34 ára,193,2906
2023,405,10-14 ára,53,2906
2024,405,35-39 ára,114,2662
2023,405,50-54 ára,64,2662
2023,405,10-14 ára,48,2662
2024,405,80-84 ára,17,2906
2024,405,25-29 ára,117,2662
2023,405,25-29 ára,155,2906
2024,405,10-14 ára,52,2906
2024,405,40-44 ára,146,2906
2024,405,60-64 ára,83,2906
2024,405,75-79 ára,49,2662
2024,405,85-89 ára,6,2662
2023,405,20-24 ára,95,2662
2024,405,35-39 ára,176,2906
2023,405,35-39 ára,168,2906
2024,405,60-64 ára,91,2662
2023,405,70-74 ára,50,2906
2023,405,15-19 ára,46,2906
2024,405,65-69 ára,73,2906
2024,405,55-59 ára,88,2662
2023,405,25-29 ára,146,2662
2023,405,0-4 ára,71,2662
2023,405,40-44 ára,132,2906
2023,405,45-49 ára,77,2662
2024,405,90 ára og eldri,4,2906
2024,405,5-9 ára,54,2906
2024,405,70-74 ára,56,2662
2023,405,55-59 ára,89,2662
2023,405,5-9 ára,56,2662
2023,405,90 ára og eldri,5,2662
2023,405,45-49 ára,96,2906
2023,405,70-74 ára,51,2662
2024,405,55-59 ára,59,2906
2024,405,40-44 ára,79,2662
2024,405,45-49 ára,100,2906
2024,405,90 ára og eldri,4,2662
2024,405,75-79 ára,38,2906
2024,405,45-49 ára,86,2662
2023,405,0-4 ára,76,2906
2023,405,55-59 ára,67,2906
2024,405,0-4 ára,62,2662
2024,405,50-54 ára,62,2662
2024,405,0-4 ára,72,2906
2023,405,75-79 ára,40,2662
2023,405,5-9 ára,62,2906
2023,501,50-54 ára,53,2409
2023,501,35-39 ára,126,2748
2024,501,60-64 ára,105,2748
2024,501,5-9 ára,24,2409
2024,501,5-9 ára,25,2748
2023,501,60-64 ára,103,2748
2024,501,70-74 ára,86,2748
2024,501,75-79 ára,72,2409
2023,501,75-79 ára,68,2748
2024,501,35-39 ára,83,2409
2023,501,55-59 ára,97,2409
2023,501,70-74 ára,82,2409
2023,501,50-54 ára,68,2748
2023,501,70-74 ára,70,2748
2024,501,80-84 ára,57,2409
